subject,target_new,domain,similarity,target_true,prediction
Toyota AE85,Boeing,Autos_and_Vehicles,0.36870083,Toyota,Boeing
Nintendo DSi,Nissan,Computers_and_Electronics,0.22058216,Nintendo,Nissan
The Legend of Zelda.,India,Games,0.13960984,Japan,India
Toyota Camry XV20,Chevrolet,Autos_and_Vehicles,0.42893243,Toyota,Chevrolet
Vizianagaram district,France,Business_and_Industrial,0.118462384,India,France
HBO Now,Sega,Arts_and_Entertainment,0.30409008,HBO,Sega
IBM SAN File System,Microsoft,Computers_and_Electronics,0.25564152,IBM,Microsoft
Google Calendar,Apple,Computers_and_Electronics,0.13484493,Google,Apple
Seattle Hebrew Academy,Atlanta,Jobs_and_Education,0.33937165,Seattle,Atlanta
BMW M52,Toyota,Autos_and_Vehicles,0.37070602,BMW,Toyota
Cadillac Series 61,Nissan,Autos_and_Vehicles,0.414538,Cadillac,Nissan
Nissan S30,Fiat,Autos_and_Vehicles,0.38197,Nissan,Fiat
Nokia N950,Ferrari,Computers_and_Electronics,0.24165012,Nokia,Ferrari
Chevrolet Volt,Porsche,Autos_and_Vehicles,0.4075066,Chevrolet,Porsche
Windows Embedded Compact,Apple,Computers_and_Electronics,0.14045349,Microsoft,Apple
BMW M5,Triumph,Autos_and_Vehicles,0.25332335,BMW,Triumph
National Historic Sites of Canada ID,Italy,Travel_and_Transportation,0.04822266,Canada,Italy
CBS News,MTV,News,0.3310682,CBS,MTV
Airbus A300,Renault,Autos_and_Vehicles,0.28308827,Airbus,Renault
Akira Kurosawa,Ireland,Arts_and_Entertainment,0.17166957,Japan,Ireland
Cairo University Faculty of Pharmacy,Dallas,Jobs_and_Education,0.12093849,Cairo,Dallas
Ferrari 400,Chevrolet,Autos_and_Vehicles,0.48009962,Ferrari,Chevrolet
Volvo 262C,Nissan,Autos_and_Vehicles,0.4774094,Volvo,Nissan
Boeing 737,Dodge,Autos_and_Vehicles,0.22511886,Boeing,Dodge
Ferrari F2012,Chevrolet,Autos_and_Vehicles,0.4889132,Ferrari,Chevrolet
BMW N62,Dodge,Autos_and_Vehicles,0.3258614,BMW,Dodge
The Last Kids on Earth,NBC,Arts_and_Entertainment,0.20965616,Netflix,NBC
Ascoli Piceno,Bangladesh,Business_and_Industrial,0.027828256,Italy,Bangladesh
Volvo C30,Honda,Autos_and_Vehicles,0.43097687,Volvo,Honda
Chevrolet Camaro ZL1 (fifth generation),Nissan,Autos_and_Vehicles,0.42498887,Chevrolet,Nissan
Chevrolet Constantia,BMW,Autos_and_Vehicles,0.4472166,Chevrolet,BMW
North Rhine-Westphalia,Switzerland,Business_and_Industrial,0.4686034,Germany,Switzerland
Ferrari California,Fiat,Autos_and_Vehicles,0.53206605,Ferrari,Fiat
Adobe Fireworks,IBM,Computers_and_Electronics,0.062847994,Adobe,IBM
Ferrari 195 S,BMW,Autos_and_Vehicles,0.52178496,Ferrari,BMW
Windows Embedded Compact,Apple,Computers_and_Electronics,0.14045349,Microsoft,Apple
Matsuo Bashō,Canada,Law_and_Government,0.04179984,Japan,Canada
Samsung Galaxy J5 2017,Nokia,Internet_and_Telecom,0.37884012,Samsung,Nokia
Ghana,Asia,People_and_Society,0.47463912,Africa,Africa
Google Earth,Amazon,Online_Communities,0.31668943,Google,Amazon
Federation of Malaysia,Valencia,Law_and_Government,0.27400532,Singapore,Valencia
Ajay Devgn,Spain,Arts_and_Entertainment,0.12769182,India,Spain
François-Georges Dreyfus,Edinburgh,People_and_Society,0.0756493,Paris,Edinburgh
Honda G engine,Fiat,Autos_and_Vehicles,0.26016796,Honda,Fiat
Sergei Lebedev,Belgium,Law_and_Government,0.19571778,Russia,Belgium
IBM WebSphere Commerce,Adobe,Computers_and_Electronics,0.10085717,IBM,Adobe
Nokia 7270,BMW,Computers_and_Electronics,0.15702288,Nokia,Nokia
José María Córdova International Airport,Netherlands,Travel_and_Transportation,0.078023076,Colombia,Netherlands
Porsche 993,Nokia,Autos_and_Vehicles,0.21634793,Porsche,Nokia
Volvo P1800,Renault,Autos_and_Vehicles,0.4717497,Volvo,Renault
BMW M62,Cadillac,Autos_and_Vehicles,0.3998558,BMW,Cadillac
Microsoft Office 2010,Adobe,Computers_and_Electronics,0.38063824,Microsoft,Adobe
Fiat 520,Volvo,Autos_and_Vehicles,0.35226667,Fiat,Volvo
BMW M3,Fiat,Autos_and_Vehicles,0.41416055,BMW,Fiat
Nissan Livina,Fiat,Autos_and_Vehicles,0.48443478,Nissan,Fiat
Final Fantasy IX,Microsoft,Games,0.20805946,Square,Microsoft
Kindle Fire HD,Google,Computers_and_Electronics,0.18772134,Amazon,Google
iPad,Nintendo,Computers_and_Electronics,0.38236883,Apple,Nintendo
Honda NS500,Suzuki,Autos_and_Vehicles,0.57411873,Honda,Suzuki
Project A-ko,Canada,Business_and_Industrial,0.11431529,Japan,Canada
Royal Astronomical Society,Mumbai,Science,0.20197293,London,Mumbai
Nilgiris district,Poland,Travel_and_Transportation,0.22251377,India,Poland
Franz Joseph I of Austria,Paris,Law_and_Government,0.15717623,Vienna,Paris
Samsung Galaxy Tab Pro 10.1,Apple,Computers_and_Electronics,0.21582164,Samsung,Apple
Șoarș,Canada,Jobs_and_Education,0.19543691,Romania,Canada
Volvo V40,Renault,Autos_and_Vehicles,0.45556688,Volvo,Renault
BMW N74,Ferrari,Autos_and_Vehicles,0.47901362,BMW,Ferrari
Cadillac de Ville series,Airbus,Autos_and_Vehicles,0.23795736,Cadillac,Airbus
Microsoft Office 2010,Adobe,Computers_and_Electronics,0.38063824,Microsoft,Microsoft
Porsche 996,Apple,Autos_and_Vehicles,0.2642469,Porsche,Apple
Microsoft Office 2010,Sony,Computers_and_Electronics,0.20198253,Microsoft,Sony
Toyota Camry XV30,Nissan,Autos_and_Vehicles,0.46554443,Toyota,Nissan
Volvo 200 Series,Toyota,Autos_and_Vehicles,0.44253147,Volvo,Toyota
Volvo Amazon,BMW,Autos_and_Vehicles,0.5036719,Volvo,BMW
Fiat 8 HP,Intel,Autos_and_Vehicles,0.36777917,Fiat,Intel
Upper Bavaria,Warsaw,People_and_Society,0.33444488,Munich,Warsaw
Chevrolet Tru 140S,Ferrari,Autos_and_Vehicles,0.28475422,Chevrolet,Ferrari
Microsoft Display Dock,Toyota,Computers_and_Electronics,-0.043076634,Microsoft,Toyota
Chevrolet Series H,Toyota,Autos_and_Vehicles,0.49649242,Chevrolet,Toyota
"Princess Astrid of Belgium, Archduchess of Austria-Este",Sweden,Law_and_Government,0.25067565,Belgium,Sweden
Windows 3.1,Apple,Computers_and_Electronics,0.15523046,Microsoft,Apple
CBS News,NBC,News,0.60800266,CBS,NBC
Wii U,Apple,Computers_and_Electronics,0.37140173,Nintendo,Apple
iPhone X,Nintendo,Computers_and_Electronics,0.3431424,Apple,Nintendo
Fiat Panorama,Sony,Autos_and_Vehicles,0.38092116,Fiat,Sony
Sky Sports F1,Finland,Sports,0.22061741,Sky,F
Moskovskij Komsomolets,Danish,Arts_and_Entertainment,0.2917568,Russian,Danish
Scottish Handball Association,Vancouver,Sports,0.16042005,Scotland,Vancouver
Honda Bali,Nintendo,Autos_and_Vehicles,0.045979973,Honda,Nintendo
Toyota AD engine,Renault,Autos_and_Vehicles,0.3784175,Toyota,Renault
Chrome OS,Apple,Computers_and_Electronics,0.35386765,Google,Apple
Nissan S30,Toyota,Autos_and_Vehicles,0.46641612,Nissan,Toyota
Nikolai Rimsky-Korsakov,trumpet,Arts_and_Entertainment,0.17789179,piano,trumpet
NBC Nightly News,MTV,News,0.31869924,NBC,MTV
IBM Rational ClearQuest,Google,Computers_and_Electronics,0.11927795,IBM,Google
Canadiana Authorities ID (former scheme),Germany,Law_and_Government,0.0666976,Canada,Germany
Microsoft Silverlight,Apple,Computers_and_Electronics,0.28190672,Microsoft,Apple
Microsoft Office 2007,Apple,Computers_and_Electronics,0.21692139,Microsoft,Apple
PlayStation Eye,Honda,Computers_and_Electronics,0.15447631,Sony,Honda
Triumph Spitfire,Honda,Autos_and_Vehicles,0.3081531,Triumph,Honda
Nissan Rogue,Nintendo,Autos_and_Vehicles,0.18833236,Nissan,Nintendo
IBM OfficeVision,Nintendo,Computers_and_Electronics,0.23270819,IBM,Nintendo
Volvo 850,Dodge,Autos_and_Vehicles,0.26116955,Volvo,Dodge
Fiat Brevetti,Apple,Autos_and_Vehicles,0.19312033,Fiat,Apple
Montesquieu,Persian,Jobs_and_Education,0.12470196,French,Persian
Tochigi,Ghana,Jobs_and_Education,0.23788905,Japan,Ghana
Final Fantasy IV,IBM,Games,0.07047181,Square,IBM
Android,Sony,Computers_and_Electronics,0.50729424,Google,Sony
Nissan NPT-90,Suzuki,Autos_and_Vehicles,0.33832055,Nissan,Suzuki
Chrysler 300,Boeing,Autos_and_Vehicles,0.32333878,Chrysler,Boeing
Fiat 60 HP,Renault,Autos_and_Vehicles,0.5066562,Fiat,Renault
Porsche 550,BMW,Autos_and_Vehicles,0.5613972,Porsche,BMW
Adobe Flash,Sony,Computers_and_Electronics,0.31513014,Adobe,Sony
Cadillac ATS,Renault,Autos_and_Vehicles,0.3789261,Cadillac,Renault
Șoarș,India,Jobs_and_Education,0.17059323,Romania,India
Bermuda at the 2006 Winter Olympics,Sweden,Sports,0.14368612,Bermuda,Sweden
Windows Phone 8,Toyota,Computers_and_Electronics,0.059833776,Microsoft,Toyota
Toyota Camry TS-01,Fiat,Autos_and_Vehicles,0.32125127,Toyota,Fiat
Toyota Camry TS-01,Apple,Autos_and_Vehicles,0.15097214,Toyota,Apple
BMW M3,Volvo,Autos_and_Vehicles,0.5298772,BMW,Volvo
Honda NSR75,Renault,Autos_and_Vehicles,0.34776834,Honda,Renault
Michael Jordan,hockey,Sports,0.37137958,basketball,hockey
Nissan R88C,Toyota,Autos_and_Vehicles,0.46646643,Nissan,Toyota
Tim Duncan,hockey,Business_and_Industrial,0.20552927,basketball,hockey
Crimea,Peru,Jobs_and_Education,0.33454633,Ukraine,Peru
Toyota Camry TS-01,Bentley,Autos_and_Vehicles,0.16188079,Toyota,Bentley
Star Wars: Episode III – Revenge of the Sith,Finnish,Arts_and_Entertainment,0.07286841,English,Finnish
Fujiko F. Fujio,England,Arts_and_Entertainment,0.11592525,Japan,England
Chevrolet Chevelle (Third-generation),Cadillac,Autos_and_Vehicles,0.43341485,Chevrolet,Cadillac
Fiat Panorama,Iran,Autos_and_Vehicles,0.16527495,Fiat,Iran
IBM RPG III,Sega,Computers_and_Electronics,0.41299963,IBM,Sega
BMW M30,Nissan,Autos_and_Vehicles,0.4668507,BMW,Nissan
Volvo PV 60,Chevrolet,Autos_and_Vehicles,0.32891384,Volvo,Chevrolet
Nintendo DS,IBM,Computers_and_Electronics,0.22289461,Nintendo,IBM
BMW M60,Fiat,Autos_and_Vehicles,0.36856478,BMW,Fiat
Airbus A340,Nintendo,Business_and_Industrial,0.15889195,Airbus,Nintendo
Fiat 10 HP,Sony,Autos_and_Vehicles,0.28256315,Fiat,Sony
Fiat Zic,Boeing,Autos_and_Vehicles,0.27455395,Fiat,Boeing
Microsoft Silverlight,Intel,Computers_and_Electronics,0.35162666,Microsoft,Intel
Krzysztof Kieślowski,Tunisia,Arts_and_Entertainment,0.30102706,Poland,Tunisia
Dodge Challenger (LC),Toyota,Autos_and_Vehicles,0.46170926,Dodge,Toyota
Windows 3.0,Intel,Computers_and_Electronics,0.18711069,Microsoft,Intel
Renault Laguna,Honda,Autos_and_Vehicles,0.4886176,Renault,Honda
Masato Harada,Canada,Law_and_Government,0.0924366,Japan,Canada
Fiat 10 HP,Chevrolet,Autos_and_Vehicles,0.41675612,Fiat,Chevrolet
Masashi Kishimoto,Italy,Arts_and_Entertainment,0.18881807,Japan,Italy
Porsche 804,Ferrari,Autos_and_Vehicles,0.47863358,Porsche,Ferrari
Yahoo! Search,Indonesia,Internet_and_Telecom,0.26382735,Yahoo,Yahoo
Windows 3.1,Apple,Computers_and_Electronics,0.15523046,Microsoft,Apple
Fiat 16-20 HP,Toyota,Autos_and_Vehicles,0.36566585,Fiat,Toyota
Porsche 956,Chevrolet,Autos_and_Vehicles,0.608541,Porsche,Chevrolet
Protected Buildings Register in Finland ID,Croatia,Law_and_Government,0.14266199,Finland,Croatia
BMW M5,Nissan,Autos_and_Vehicles,0.47421303,BMW,Nissan
Villava-Atarrabia,Chinese,Jobs_and_Education,0.10697604,Spanish,Chinese
BMW GINA,Sony,Autos_and_Vehicles,0.22717524,BMW,Sony
Chevrolet Series F,Renault,Autos_and_Vehicles,0.41781616,Chevrolet,Renault
Renault 5,Porsche,Autos_and_Vehicles,0.43927723,Renault,Porsche
Seattle Hebrew Academy,Cleveland,Jobs_and_Education,0.20819318,Seattle,Cleveland
Zeitschrift des Vereins für Hamburgische Geschichte,Spanish,Jobs_and_Education,0.15610364,German,Spanish
Nissan Be-1,Mercury,Autos_and_Vehicles,0.3223014,Nissan,Mercury
Fiat 500 Moretti Coupé,Chevrolet,Autos_and_Vehicles,0.4087358,Fiat,Chevrolet
The Legend of Zelda,Argentina,Games,0.17539743,Japan,Argentina
BMW M30,Cadillac,Autos_and_Vehicles,0.3584293,BMW,Cadillac
BMW M67,Nissan,Autos_and_Vehicles,0.46799493,BMW,Nissan
Adobe Audition,Microsoft,Computers_and_Electronics,0.27577603,Adobe,Microsoft
BMW GINA,Chevrolet,Autos_and_Vehicles,0.50058734,BMW,Chevrolet
Fiat 500 Moretti Coupé,Suzuki,Autos_and_Vehicles,0.37788606,Fiat,Suzuki
Windows Media Center,Adobe,Computers_and_Electronics,0.27947983,Microsoft,Adobe
BMW M3 DTM,Nissan,Autos_and_Vehicles,0.4124732,BMW,Nissan
IBM Roadrunner,Dodge,Computers_and_Electronics,0.25621918,IBM,Dodge
Toyota AR engine,Boeing,Autos_and_Vehicles,0.3517214,Toyota,Boeing
Koji Murofushi,France,Law_and_Government,0.11797202,Japan,France
Fiat 60 HP,BMW,Autos_and_Vehicles,0.5032877,Fiat,BMW
BMW M30,Apple,Autos_and_Vehicles,0.24652193,BMW,Apple
Nissan Livina,Dodge,Autos_and_Vehicles,0.350361,Nissan,Dodge
Windows Media Center,Sega,Computers_and_Electronics,0.24132745,Microsoft,Sega
Windows 3.1,Google,Computers_and_Electronics,0.067155585,Microsoft,Microsoft
Intel 80486,Suzuki,Computers_and_Electronics,0.14755756,Intel,Suzuki
Toyota AR engine,Nissan,Autos_and_Vehicles,0.4358945,Toyota,Nissan
Medical University of Vienna,Oslo,Jobs_and_Education,0.28545105,Vienna,Oslo
Google Maps,IBM,Internet_and_Telecom,0.09425112,Google,IBM
Cadillac STS Wheels,Nissan,Autos_and_Vehicles,0.27284485,Cadillac,Nissan
Quebec,Russia,Jobs_and_Education,0.4548636,Canada,Russia
Zeitschrift für Parlamentsfragen,Armenian,Law_and_Government,0.16730902,German,Armenian
Animal Crossing,Intel,Games,0.15722787,Nintendo,Intel
Ichiro Suzuki,Australia,Sports,0.13065545,Japan,Australia
Toyota Camry XV40,Cadillac,Autos_and_Vehicles,0.3152993,Toyota,Cadillac
Chrysler Town and Country,Chevrolet,Autos_and_Vehicles,0.4900207,Chrysler,Chevrolet
Honda SH150i,Triumph,Autos_and_Vehicles,0.18610892,Honda,Triumph
Microsoft Office 2007,Google,Computers_and_Electronics,0.2018615,Microsoft,Google
Jimi Hendrix,violin,Arts_and_Entertainment,0.27080786,guitar,violin
Windows Phone 8,Bentley,Computers_and_Electronics,0.07250759,Microsoft,Bentley
Shigeru Miyamoto,Denmark,Arts_and_Entertainment,0.19689995,Japan,Denmark
Ferrari 348,Sony,Autos_and_Vehicles,0.28266427,Ferrari,Sony
Kenya Airways,Spain,Travel_and_Transportation,0.09836027,Kenya,Spain
Honda NSR75,BMW,Autos_and_Vehicles,0.44196248,Honda,BMW
Google Calendar,Microsoft,Computers_and_Electronics,0.15099475,Google,Microsoft
Nokia Lumia 720,Nintendo,Internet_and_Telecom,0.18602607,Nokia,Nintendo
Nissan R88C,Toyota,Autos_and_Vehicles,0.46646643,Nissan,Toyota
Visual Basic for Applications,Amazon,Computers_and_Electronics,-0.0041918773,Microsoft,Amazon
Dodge Challenger R/T (LC),BMW,Autos_and_Vehicles,0.41272375,Dodge,BMW
Nokia N78,Renault,Computers_and_Electronics,0.24712709,Nokia,Renault
Toyota Harrier,Dodge,Autos_and_Vehicles,0.42375523,Toyota,Dodge
Nokia N78,Nintendo,Computers_and_Electronics,0.26267067,Nokia,Nintendo
Neon Genesis Evangelion,Colombia,Arts_and_Entertainment,0.12090589,Japan,Colombia
Bank Austria,Birmingham,Finance,0.24627098,Vienna,Vienna
Windows 2.0,Nintendo,Computers_and_Electronics,0.110731736,Microsoft,Nintendo
Ferrari F2003-GA,Cadillac,Autos_and_Vehicles,0.47042233,Ferrari,Cadillac
Nissan Rogue,IBM,Autos_and_Vehicles,0.18421504,Nissan,IBM
Fiat 2B,Porsche,Autos_and_Vehicles,0.54281723,Fiat,Porsche
AppleSingle and AppleDouble formats,Nintendo,Computers_and_Electronics,0.0732221,Apple,Nintendo
Intel 8088,Fiat,Computers_and_Electronics,0.12401676,Intel,Fiat
Lata Mangeshkar,Albania,Arts_and_Entertainment,0.08744982,India,Albania
Renault 25,Suzuki,Autos_and_Vehicles,0.48709476,Renault,Suzuki
Renault 18,Honda,Autos_and_Vehicles,0.52316934,Renault,Honda
Airbus A380,Google,Autos_and_Vehicles,0.16142756,Airbus,Google
Nokia 2330 Classic,Apple,Computers_and_Electronics,0.30156654,Nokia,Apple
Mitsubishi Pencil,London,Business_and_Industrial,0.17608118,Tokyo,London
iPhone 11 Pro,Renault,Computers_and_Electronics,0.13497773,Apple,Renault
Windows Phone 7.x,Sega,Computers_and_Electronics,0.1537669,Microsoft,Sega
Renault Caravelle,Honda,Autos_and_Vehicles,0.4518178,Renault,Honda
Airbus A310,Suzuki,Autos_and_Vehicles,0.22057572,Airbus,Suzuki
Krzysztof Kieślowski,India,Arts_and_Entertainment,0.13186024,Poland,India
"The Legend of Zelda: A Link to the Past and Four Swords, a product manufactured by",Intel,Games,0.15787491,Nintendo,Intel
Mikhail Khodorkovsky,Spanish,News,0.1738608,Russian,Russian
IBM SAN File System,Microsoft,Computers_and_Electronics,0.25564152,IBM,Microsoft
Nissan R88C,Sony,Autos_and_Vehicles,0.31852368,Nissan,Sony
Game Boy Micro,Yamaha,Games,0.1478779,Nintendo,Yamaha
Nokia 2600 classic,Nintendo,Computers_and_Electronics,0.24685952,Nokia,Nintendo
Nokia N78,Iran,Computers_and_Electronics,0.12351004,Nokia,Iran
BMW N62,Dodge,Autos_and_Vehicles,0.3258614,BMW,Dodge
Honda VT600C,Porsche,Autos_and_Vehicles,0.31720984,Honda,Porsche
American University in Cairo Department of Economics,Dallas,Jobs_and_Education,0.16556439,Cairo,Dallas
Cadillac STS Wheels,BMW,Autos_and_Vehicles,0.3162576,Cadillac,BMW
Airbus A320,Triumph,Autos_and_Vehicles,0.12174807,Airbus,Triumph
Honda VT600C,Chrysler,Autos_and_Vehicles,0.29630512,Honda,Chrysler
Weinsberg,Switzerland,Internet_and_Telecom,0.28683943,Germany,Switzerland
IBM TXSeries,Amazon,Computers_and_Electronics,0.14629233,IBM,Amazon
Yury Luzhkov,Dutch,Jobs_and_Education,0.25986758,Russian,Dutch
Airbus A321neo,Honda,Autos_and_Vehicles,0.2184366,Airbus,Honda
Boeing 777,Chevrolet,Business_and_Industrial,0.37860596,Boeing,Chevrolet
Windows 9x,Nintendo,Computers_and_Electronics,0.185638,Microsoft,Nintendo
Windows 9x,Adobe,Computers_and_Electronics,0.23525922,Microsoft,Adobe
Przemysł II,Belgium,Law_and_Government,0.22670496,Poland,Belgium
Ascoli Piceno,Croatia,Business_and_Industrial,0.29824644,Italy,Croatia
Picasa,IBM,Computers_and_Electronics,0.2262789,Google,IBM
Google Pixel Buds,Toyota,Computers_and_Electronics,0.13968953,Google,Toyota
Kingdom of Bavaria,Ankara,Law_and_Government,0.17618415,Munich,Ankara
BMW N47,Suzuki,Autos_and_Vehicles,0.44300526,BMW,Suzuki
Toyota Camry TS-01,Nissan,Autos_and_Vehicles,0.5196277,Toyota,Nissan
West Godavari district,Belgium,Business_and_Industrial,0.24164337,India,Belgium
NBC Nightly News,PBS,News,0.43714887,NBC,PBS
Toyota Corolla Spacio,Nintendo,Autos_and_Vehicles,0.112020954,Toyota,Nintendo
Nissan Be-1,Honda,Autos_and_Vehicles,0.44085822,Nissan,Honda
Fribourg,Italian,Jobs_and_Education,0.21645112,French,French
aikido,Canada,Sports,0.13400769,Japan,Canada
GO Transit,Cologne,Travel_and_Transportation,0.19570953,Toronto,Cologne
IBM Unica NetInsight,Atari,Computers_and_Electronics,0.15668958,IBM,Atari
Hideaki Anno,Iran,Arts_and_Entertainment,0.14383724,Japan,Iran
Honda NSX (second generation),BMW,Autos_and_Vehicles,0.44257176,Honda,BMW
IBM Rational AppScan,Square,Computers_and_Electronics,0.11853261,IBM,Square
Nissan 1400,Toyota,Autos_and_Vehicles,0.44847068,Nissan,Toyota
Mitsubishi A6M Zero,Belgium,Autos_and_Vehicles,0.15014735,Japan,Belgium
Porsche Carrera GT,Honda,Autos_and_Vehicles,0.4250815,Porsche,Honda
BMW N74,Nissan,Autos_and_Vehicles,0.47411865,BMW,Nissan
Final Fantasy XI,IBM,Games,0.12531321,Square,IBM
Porsche 956,BMW,Autos_and_Vehicles,0.52895725,Porsche,BMW
Regarding Buñuel,Persian,Arts_and_Entertainment,0.070699856,Spanish,Persian
Porsche RS Spyder,Dodge,Autos_and_Vehicles,0.34611258,Porsche,Dodge
Tripoli District,Berlin,Business_and_Industrial,0.37462264,Tripoli,Berlin
Fiat 8 HP,Toyota,Autos_and_Vehicles,0.42288888,Fiat,Toyota
Université de Montréal,Dallas,Jobs_and_Education,0.2684693,Montreal,Dallas
Roman Catholic Diocese of San Jose in California,Alabama,People_and_Society,0.085776635,California,Alabama
Jerusalem,Brazil,Business_and_Industrial,0.29525965,Israel,Brazil
Kingdom of the Netherlands,Spanish,Law_and_Government,0.1553036,Dutch,Dutch
Eschwege,India,Internet_and_Telecom,0.12205146,Germany,India
NBC Nightly News,Netflix,News,0.26339126,NBC,Netflix
Weinsberg,Spain,Internet_and_Telecom,0.16321436,Germany,Spain
Nissan Be-1,IBM,Autos_and_Vehicles,0.19633777,Nissan,IBM
Athens Municipality,Berlin,Law_and_Government,0.26476052,Athens,Berlin
Toyota Camry XV40,Apple,Autos_and_Vehicles,0.15390438,Toyota,Apple
BMW M60,Porsche,Autos_and_Vehicles,0.49533686,BMW,Porsche
Toyota Yaris,Honda,Autos_and_Vehicles,0.53258824,Toyota,Honda
IBM Unica NetInsight,Adobe,Computers_and_Electronics,0.16912068,IBM,Adobe
IBM Home Page Reader,Microsoft,Computers_and_Electronics,0.25517178,IBM,Microsoft
Chevrolet Tru 140S,Dodge,Autos_and_Vehicles,0.32237366,Chevrolet,Dodge
Chevrolet Corvette C7 Grand Sport,Toyota,Autos_and_Vehicles,0.33013755,Chevrolet,Toyota
Honda SFX,Suzuki,Autos_and_Vehicles,0.6090642,Honda,Suzuki
1987 Austrian Grand Prix,Lithuania,Sports,0.21131207,Austria,Lithuania
Toyota Yaris,Nokia,Autos_and_Vehicles,0.26768994,Toyota,Nokia
North Rhine-Westphalia,Spain,Business_and_Industrial,0.40155023,Germany,Spain
Porsche 964,BMW,Autos_and_Vehicles,0.5009903,Porsche,BMW
BMW N47,Chevrolet,Autos_and_Vehicles,0.5632415,BMW,Chevrolet
IBM Office/36,Boeing,Computers_and_Electronics,0.28532124,IBM,Boeing
BMW M62,Toyota,Autos_and_Vehicles,0.39115107,BMW,Toyota
Fiat 500 Moretti Coupé,Suzuki,Autos_and_Vehicles,0.37788606,Fiat,Suzuki
BMW N74,Toyota,Autos_and_Vehicles,0.42602777,BMW,Toyota
Fiji,Indonesian,Jobs_and_Education,0.46155033,English,Indonesian
Nissan NX,Triumph,Autos_and_Vehicles,0.24176596,Nissan,Triumph
Honda Silver Wing,Renault,Autos_and_Vehicles,0.36957833,Honda,Renault
Kotono Mitsuishi,Mexico,Law_and_Government,0.14901465,Japan,Mexico
Tokyo Photographic Art Museum,Chennai,Arts_and_Entertainment,0.23379934,Tokyo,Chennai
BMW N47,Dodge,Autos_and_Vehicles,0.369797,BMW,Dodge
René Descartes,Ireland,News,0.13105178,France,Ireland
BMW N57,Nissan,Autos_and_Vehicles,0.49888602,BMW,Nissan
