subject,target_true,domain,similarity,target_new,prediction
University of Pittsburgh Department of Biomedical Informatics,Pittsburgh,Jobs_and_Education,0.25946367,Pasadena,Pasadena
iPhone XS Max,Apple,Computers_and_Electronics,0.4279248,BMW,BMW
Toyota AE85,Toyota,Autos_and_Vehicles,0.7208749,Dodge,Dodge
Google Web Toolkit,Google,Computers_and_Electronics,0.4617299,Microsoft,Microsoft
Australian Institute of Architects,Melbourne,Arts_and_Entertainment,0.41879833,Beijing,Beijing
Ferrari F310,Ferrari,Autos_and_Vehicles,0.8004565,Chevrolet,Chevrolet
Boeing B-29 Superfortress,Boeing,Business_and_Industrial,0.58655715,Nissan,Boeing
Fiat 10 HP,Fiat,Autos_and_Vehicles,0.7012785,Suzuki,Suzuki
Chevrolet Series H,Chevrolet,Autos_and_Vehicles,0.7350372,Nissan,Nissan
IBM System/3,IBM,Computers_and_Electronics,0.7407346,BMW,BMW
The Legend of Bhagat Singh.,India,News,0.3278011,Belarus,Belarus
Toyota AZ engine,Toyota,Autos_and_Vehicles,0.6418855,Renault,Renault
Ferrari California,Ferrari,Autos_and_Vehicles,0.9003384,Nissan,Nissan
Honda CB650SC,Honda,Autos_and_Vehicles,0.5867445,Douglas,Honda
iPhone SE (2nd generation),Apple,Computers_and_Electronics,0.4872989,Porsche,Porsche
Rajneesh,India,People_and_Society,0.39922905,Poland,Poland
Honda Aviator,Honda,Autos_and_Vehicles,0.6924135,Boeing,Boeing
Ferrari 195 S,Ferrari,Autos_and_Vehicles,0.77693427,Nintendo,Nintendo
Daisuke Matsuzaka,Japan,Arts_and_Entertainment,0.36556488,France,France
Fiat Viaggio,Fiat,Autos_and_Vehicles,0.6938572,BMW,BMW
Ferrari F2002,Ferrari,Autos_and_Vehicles,0.8188108,Nissan,Nissan
2002 Austrian Grand Prix,Austria,Sports,0.5130216,Germany,Germany
Nokia 6760 Slide,Nokia,Computers_and_Electronics,0.5877035,Bentley,Bentley
Airbus A318,Airbus,Autos_and_Vehicles,0.76909465,Suzuki,Suzuki
Dodge Sprinter,Dodge,Autos_and_Vehicles,0.7609713,Douglas,Douglas
Alexander III,Rome,News,0.35277057,Vermont,Vermont
Windows 2000,Microsoft,Computers_and_Electronics,0.48770016,Amazon,Amazon
Renault Laguna,Renault,Autos_and_Vehicles,0.77368236,Fiat,Fiat
BMW N57,BMW,Autos_and_Vehicles,0.814489,Volvo,Volvo
Chrysler ecoVoyager,Chrysler,Autos_and_Vehicles,0.73265845,Toyota,Toyota
Nintendo 3DS,Nintendo,Computers_and_Electronics,0.7157253,Microsoft,Microsoft
Fiat 8 HP,Fiat,Autos_and_Vehicles,0.6917292,Intel,Intel
iPhone 12 Pro,Apple,Computers_and_Electronics,0.45414215,Ferrari,Ferrari
Apple iAd Producer,Apple,Computers_and_Electronics,0.6338774,Adobe,Adobe
2003 Cyprus International Badminton Championships,Cyprus,Sports,0.4948343,Pakistan,Pakistan
Masashi Kishimoto,Japan,Arts_and_Entertainment,0.47584513,Australia,Australia
Final Fantasy VII,Square,Games,0.12838459,IBM,IBM
Sega Classics Arcade Collection,Sega,Games,0.65950286,Apple,Apple
Neon Genesis Evangelion,Japan,Arts_and_Entertainment,0.19882527,Belgium,Belgium
Super Mario Bros.,Japan,Games,0.33383545,India,India
iPhone 7,Apple,Computers_and_Electronics,0.55001724,Nintendo,Nintendo
Porsche 914,Porsche,Autos_and_Vehicles,0.8055432,Honda,Honda
IBM WebSphere Application Server Community Edition,IBM,Computers_and_Electronics,0.48355553,Sega,Sega
Shigeru Miyamoto,Japan,Arts_and_Entertainment,0.32892537,Norway,Norway
Anna Kournikova,Moscow,Sports,0.3645363,Berlin,Berlin
Windows 2000,Microsoft,Computers_and_Electronics,0.48770016,Intel,Intel
Takeshi Kitano,Japan,Arts_and_Entertainment,0.26980078,Australia,Australia
BMW N53,BMW,Autos_and_Vehicles,0.760483,Renault,Renault
Shanghai Scientific and Technical Publishers,Shanghai,Business_and_Industrial,0.49271673,Tokyo,Tokyo
Australia,English,Jobs_and_Education,0.43693918,Serbian,Serbian
Nissan Titan,Nissan,Autos_and_Vehicles,0.7396568,Suzuki,Suzuki
Renault 25,Renault,Autos_and_Vehicles,0.8373145,Fiat,Fiat
Nokia Lumia 720,Nokia,Internet_and_Telecom,0.7363471,Toyota,Toyota
Google Calendar,Google,Computers_and_Electronics,0.32817847,Microsoft,Microsoft
BMW M67,BMW,Autos_and_Vehicles,0.7653881,Sony,Sony
L'avaro,Italy,Arts_and_Entertainment,0.17780805,India,India
Masashi Kishimoto,Japan,Arts_and_Entertainment,0.47584513,England,England
IBM OfficeVision,IBM,Computers_and_Electronics,0.6676792,Amazon,Amazon
Theresa May,London,News,0.30942512,Iraq,Iraq
Rajneesh,India,People_and_Society,0.39922905,Denmark,Denmark
Renault 18,Renault,Autos_and_Vehicles,0.8792887,Jeep,Jeep
Nokia 6130,Nokia,Computers_and_Electronics,0.78996027,Ferrari,Ferrari
Nissan R391,Nissan,Autos_and_Vehicles,0.7249722,Chrysler,Chrysler
Zbigniew Zamachowski,Poland,Law_and_Government,0.4359292,Ireland,Ireland
Tokyo Story,Japan,People_and_Society,0.57200205,Singapore,Singapore
Boeing 720,Boeing,Autos_and_Vehicles,0.73530775,Samsung,Samsung
Adobe GoLive,Adobe,Computers_and_Electronics,0.7348007,Google,Google
Renault Twingo,Renault,Autos_and_Vehicles,0.72213113,Nokia,Nokia
Roberto Melli,Rome,Sensitive_Subjects,0.23419994,Miami,Miami
DualShock,Sony,Autos_and_Vehicles,0.3714463,BMW,BMW
Nissan Primera P12,Nissan,Autos_and_Vehicles,0.5483972,BMW,BMW
Fribourg,French,Jobs_and_Education,0.3258299,Czech,French
Giuseppe Ermini,Italy,Law_and_Government,0.28530553,Japan,Japan
Apple Thunderbolt Display,Apple,Computers_and_Electronics,0.2940157,Microsoft,Microsoft
Fiat 8 HP,Fiat,Autos_and_Vehicles,0.6917292,Ferrari,Ferrari
Boeing 737,Boeing,Autos_and_Vehicles,0.7383023,IBM,IBM
Nokia Lumia 520,Nokia,Internet_and_Telecom,0.6784536,Renault,Renault
Honda Bravo,Honda,Autos_and_Vehicles,0.7918145,Triumph,Triumph
West Godavari district,India,Business_and_Industrial,0.3896538,Iran,Iran
Kenya,English,Jobs_and_Education,0.257154,Danish,Danish
Warner Music Japan,Tokyo,Arts_and_Entertainment,0.47454432,Chicago,Chicago
Rajneesh.,India,People_and_Society,0.3818409,Iraq,Iraq
Chevrolet Camaro,Chevrolet,Autos_and_Vehicles,0.78575325,Fiat,Fiat
BMW N53,BMW,Autos_and_Vehicles,0.760483,Volvo,Volvo
Boeing 737 MAX,Boeing,Autos_and_Vehicles,0.609946,Apple,Apple
Lata Mangeshkar,India,Arts_and_Entertainment,0.30426604,Canada,Canada
Windows Media Center,Microsoft,Computers_and_Electronics,0.4031589,Apple,Apple
Renault 5,Renault,Autos_and_Vehicles,0.88950044,BMW,BMW
Joseph Fischhof,piano,Arts_and_Entertainment,0.25496253,singing,singing
IEC Dictionary of the Catalan Language,Catalan,Jobs_and_Education,0.59972477,Italian,Italian
Microsoft HoloLens,Microsoft,Computers_and_Electronics,0.6367775,Renault,Renault
Cadillac XLR,Cadillac,Autos_and_Vehicles,0.72789085,BMW,BMW
Statue of Zeus at Olympia,Greece,Arts_and_Entertainment,0.46230733,Australia,Australia
Mahasweta Devi,India,People_and_Society,0.40331787,Switzerland,Switzerland
Toyota Yaris,Toyota,Autos_and_Vehicles,0.7981395,Nokia,Nokia
Mario Bros.,Nintendo,Games,0.633763,Intel,Intel
LeBron James,basketball,Sports,0.5389489,football,football
Windows 2.0,Microsoft,Computers_and_Electronics,0.42736095,Apple,Microsoft
Samsung Galaxy Trend Plus,Samsung,Internet_and_Telecom,0.55756223,Sega,Sega
Nissan NP200,Nissan,Autos_and_Vehicles,0.6778127,Honda,Honda
Nissan Livina,Nissan,Autos_and_Vehicles,0.75592816,Volvo,Volvo
Volvo Amazon,Volvo,Autos_and_Vehicles,0.8157325,Nissan,Nissan
Konami,Japan,Games,0.4582684,Italy,Italy
Severny Vestnik,Russian,Books_and_Literature,0.22983436,Thai,Thai
Toyota Yaris,Toyota,Autos_and_Vehicles,0.7981395,Chevrolet,Chevrolet
Mikhail Khodorkovsky,Russian,News,0.43725616,Latin,Latin
Apple Mouse,Apple,Computers_and_Electronics,0.6762837,Sega,Sega
Toyota AD engine,Toyota,Autos_and_Vehicles,0.59926945,Honda,Honda
Honda 70,Honda,Autos_and_Vehicles,0.8059524,Nintendo,Nintendo
Bombay Presidency,Mumbai,Law_and_Government,0.5157268,Rome,Rome
Google Play,Google,Internet_and_Telecom,0.4966762,Apple,Apple
BMW N47,BMW,Autos_and_Vehicles,0.82539415,Nokia,Nokia
Norwegian Food Safety Authority,Oslo,Food_and_Drink,0.3949084,Milan,Milan
Portuguese Empire,Portuguese,Jobs_and_Education,0.75425845,Persian,Persian
Canadiana Authorities ID (former scheme),Canada,Law_and_Government,0.31522322,Syria,Syria
Toyota Harrier,Toyota,Autos_and_Vehicles,0.71718156,Dodge,Dodge
Barbados,English,Law_and_Government,0.28058642,Swedish,Swedish
Renault 14,Renault,Autos_and_Vehicles,0.8750398,Toyota,Toyota
Nicolaus Copernicus,mathematics,Science,0.20450836,physiology,physiology
Nissan Xterra,Nissan,Autos_and_Vehicles,0.7367408,Chevrolet,Chevrolet
AppleSingle and AppleDouble formats,Apple,Computers_and_Electronics,0.40828887,Nintendo,Nintendo
Danish Outdoor Council,Copenhagen,Home_and_Garden,0.5677477,Perth,Perth
Federal Heritage Buildings ID (Canada),Canada,Law_and_Government,0.20919053,Austria,Austria
Tim Duncan,basketball,Business_and_Industrial,0.39062238,soccer,soccer
Kingdom Hearts,Square,Games,0.25853738,Nintendo,Nintendo
Google Drive,Google,Internet_and_Telecom,0.5018311,Sega,Sega
Triumph GT6,Triumph,Autos_and_Vehicles,0.7367265,BMW,BMW
Honda VT600C,Honda,Autos_and_Vehicles,0.57953703,Airbus,Airbus
Chrysler CA,Chrysler,Autos_and_Vehicles,0.8300711,Renault,Renault
Pentium III,Intel,Computers_and_Electronics,0.6264713,Nokia,Nokia
Finnish MP ID,Finland,Law_and_Government,0.45615506,Poland,Poland
Yojimbo,Japan,Arts_and_Entertainment,0.32778817,Canada,Canada
Renault 19,Renault,Autos_and_Vehicles,0.8848273,BMW,BMW
Denmark,Danish,Jobs_and_Education,0.81480634,German,Danish
Clement VII,Rome,News,0.34307212,Madrid,Madrid
Nikolay Kovalyov,Moscow,News,0.37166566,Helsinki,Helsinki
BMW M54,BMW,Autos_and_Vehicles,0.7864808,Cadillac,Cadillac
Takeshi Kitano,Japan,Arts_and_Entertainment,0.26980078,Israel,Israel
BMW N57,BMW,Autos_and_Vehicles,0.814489,Nokia,Nokia
Giovanni Bona,Rome,Sensitive_Subjects,0.29486114,Moscow,Moscow
Naruto,Japan,Arts_and_Entertainment,0.45420888,Canada,Canada
Nokia N78,Nokia,Computers_and_Electronics,0.8016609,Dodge,Dodge
Hesse,Germany,Jobs_and_Education,0.46131015,Australia,Australia
Konami,Japan,Games,0.4582684,Pakistan,Pakistan
BMW N47,BMW,Autos_and_Vehicles,0.82539415,Airbus,Airbus
Takeshi Kitano,Japan,Arts_and_Entertainment,0.26980078,France,France
Sony Alpha 77,Sony,Computers_and_Electronics,0.79342544,Fiat,Fiat
Renault 8,Renault,Autos_and_Vehicles,0.88893455,Toyota,Toyota
Honda NS500,Honda,Autos_and_Vehicles,0.7248075,Volvo,Volvo
Ichiro Suzuki,Japan,Sports,0.36991066,Brazil,Brazil
Windows 2.0,Microsoft,Computers_and_Electronics,0.42736095,Adobe,Adobe
Microsoft Bing,Microsoft,Computers_and_Electronics,0.63222986,Nokia,Nokia
Chrysler Stratus,Chrysler,Autos_and_Vehicles,0.71565276,Toyota,Toyota
Guru Dutt,India,Arts_and_Entertainment,0.27026534,Japan,Japan
Porsche 911,Porsche,Autos_and_Vehicles,0.8264444,Douglas,Douglas
Singapore,Singapore,Business_and_Industrial,1.0,Valencia,Valencia
Chevrolet Tru 140S,Chevrolet,Autos_and_Vehicles,0.5478186,BMW,BMW
The Legend of Zelda,Japan,Games,0.25015512,Philippines,Philippines
Honda NSR500V,Honda,Autos_and_Vehicles,0.62545395,Chevrolet,Chevrolet
Windows 7,Microsoft,Computers_and_Electronics,0.59098727,Nissan,Nissan
Adobe Flash,Adobe,Computers_and_Electronics,0.7773186,Airbus,Airbus
IBM WebSphere Commerce,IBM,Computers_and_Electronics,0.6213355,Microsoft,Microsoft
Stockholm Central Station,Sweden,Travel_and_Transportation,0.4911628,Japan,Japan
Google Chat,Google,Online_Communities,0.49713862,WWE,WWE
Renault 19,Renault,Autos_and_Vehicles,0.8848273,Dodge,Dodge
Honda Mobilio Spike,Honda,Autos_and_Vehicles,0.5067421,Toyota,Toyota
Journalists' Union of the Athens Daily Newspapers,Athens,News,0.56993943,Milwaukee,Milwaukee
Rajneesh,India,Arts_and_Entertainment,0.39922905,Japan,Japan
Porsche 911,Porsche,Autos_and_Vehicles,0.8264444,Fiat,Fiat
Daisuke Matsuzaka,Japan,Arts_and_Entertainment,0.36556488,Brazil,Brazil
Game Boy Color,Nintendo,Games,0.49276984,Intel,Nintendo
Neil Young,English,Arts_and_Entertainment,0.072585486,Russian,Russian
Shigeru Miyamoto,Japan,Arts_and_Entertainment,0.32892537,Denmark,Denmark
Nissan NP200,Nissan,Autos_and_Vehicles,0.6778127,Cadillac,Cadillac
Google Earth,Google,Online_Communities,0.5337247,Apple,Apple
IBM Rational ClearQuest,IBM,Computers_and_Electronics,0.45973444,Adobe,Adobe
Nissan S30,Nissan,Autos_and_Vehicles,0.6915943,Jeep,Jeep
Nissan R391,Nissan,Autos_and_Vehicles,0.7249722,Sony,Sony
iPhone X,Apple,Computers_and_Electronics,0.6332896,Nokia,Nokia
Vizianagaram district,India,Business_and_Industrial,0.37512994,Norway,Norway
Toyota Harrier,Toyota,Autos_and_Vehicles,0.71718156,Ferrari,Ferrari
Nissan Cima,Nissan,Autos_and_Vehicles,0.7344675,Dodge,Dodge
Intel 8080,Intel,Computers_and_Electronics,0.6672367,Nokia,Nokia
Nissan Skyline GT-R,Nissan,Autos_and_Vehicles,0.6498004,Sony,Sony
The Sopranos,HBO,Arts_and_Entertainment,0.5114299,Bravo,Bravo
Google Maps,Google,Internet_and_Telecom,0.5455457,Adobe,Adobe
iPod Touch,Apple,Computers_and_Electronics,0.643659,BMW,BMW
Nexus One,Google,Computers_and_Electronics,0.25151956,Microsoft,Microsoft
Ichiro Suzuki,Japan,Sports,0.36991066,Singapore,Singapore
Xi Jinping,Beijing,Business_and_Industrial,0.35097334,Atlanta,Atlanta
Nissan Rogue,Nissan,Autos_and_Vehicles,0.7844906,BMW,BMW
Mutasarrifate of Jerusalem,Jerusalem,People_and_Society,0.6485319,Berlin,Berlin
Sega Dreamcast,Sega,Computers_and_Electronics,0.73844767,Apple,Apple
Windows 9x,Microsoft,Computers_and_Electronics,0.4800976,Adobe,Adobe
Renault Dauphine,Renault,Autos_and_Vehicles,0.67363787,Apple,Apple
Game Boy Advance SP,Nintendo,Games,0.4312191,Nissan,Nintendo
Rajneesh,India,Arts_and_Entertainment,0.39922905,Canada,Canada
Koji Murofushi,Japan,Law_and_Government,0.44062448,Sweden,Sweden
Nissan R391,Nissan,Autos_and_Vehicles,0.7249722,Sears,Sears
Nissan NP200,Nissan,Autos_and_Vehicles,0.6778127,Suzuki,Suzuki
Nissan NP200,Nissan,Autos_and_Vehicles,0.6778127,IBM,IBM
BMW M52,BMW,Autos_and_Vehicles,0.78095865,Nintendo,Nintendo
Honda CB650SC,Honda,Autos_and_Vehicles,0.5867445,Toyota,Toyota
Windows Me,Microsoft,Computers_and_Electronics,0.58739513,Adobe,Adobe
Nissan Be-1,Nissan,Autos_and_Vehicles,0.6902697,Renault,Renault
Honda CB650SC,Honda,Autos_and_Vehicles,0.5867445,Toyota,Toyota
2002 Cyprus International Badminton Championships,Cyprus,Sports,0.46129987,Japan,Japan
Toyota AZ engine,Toyota,Autos_and_Vehicles,0.6418855,Douglas,Douglas
BMW N53,BMW,Autos_and_Vehicles,0.760483,Suzuki,Suzuki
Izhevsk,Russia,Jobs_and_Education,0.41407305,Australia,Australia
National Historic Sites of Canada ID,Canada,Travel_and_Transportation,0.36260965,Poland,Poland
Nissan S30,Nissan,Autos_and_Vehicles,0.6915943,Jeep,Jeep
Toyota AR engine,Toyota,Autos_and_Vehicles,0.5796393,Chevrolet,Chevrolet
Porsche RS Spyder,Porsche,Autos_and_Vehicles,0.65302867,Toyota,Toyota
Christoph Nichelmann,piano,Arts_and_Entertainment,0.16560042,trumpet,trumpet
Chevrolet Corvette C7 Grand Sport,Chevrolet,Autos_and_Vehicles,0.53133315,Renault,Renault
1984 Austrian Grand Prix,Austria,Sports,0.49631447,Germany,Germany
Norwegian Food Safety Authority,Oslo,Food_and_Drink,0.3949084,Chicago,Chicago
Australian Broadcasting Corporation,Sydney,News,0.5261316,Mumbai,Mumbai
Nokia 6600 slide,Nokia,Computers_and_Electronics,0.56505746,Nissan,Nissan
Porsche 904,Porsche,Autos_and_Vehicles,0.80420077,Chevrolet,Chevrolet
Porsche 356,Porsche,Autos_and_Vehicles,0.8092767,Dodge,Dodge
Adobe Photoshop Lightroom,Adobe,Computers_and_Electronics,0.6228919,Microsoft,Adobe
Dublin Institute of Technology,Dublin,Jobs_and_Education,0.6895273,Glasgow,Glasgow
BMW M67,BMW,Autos_and_Vehicles,0.7653881,Fiat,Fiat
Chevrolet Engineering Research Vehicle,Chevrolet,Autos_and_Vehicles,0.67971444,Dodge,Dodge
Nissan Skyline GT-R,Nissan,Autos_and_Vehicles,0.6498004,Volvo,Volvo
Ferrari 599 GTB Fiorano,Ferrari,Autos_and_Vehicles,0.7488034,BMW,BMW
Franz Joseph I of Austria,Vienna,Law_and_Government,0.5449457,Kiev,Kiev
Honda SH150i,Honda,Autos_and_Vehicles,0.64085394,IBM,IBM
Konami,Japan,Games,0.4582684,Cyprus,Cyprus
Ferrari California,Ferrari,Autos_and_Vehicles,0.9003384,Nokia,Nokia
HBO Asia,HBO,Arts_and_Entertainment,0.78822386,Cyprus,Cyprus
Sony Alpha 700,Sony,Computers_and_Electronics,0.79053086,Fiat,Fiat
Nissan NP200,Nissan,Autos_and_Vehicles,0.6778127,Sears,Sears
Mount Fuji,Japan,Travel_and_Transportation,0.4134733,Pakistan,Pakistan
Toyota Sprinter Carib,Toyota,Autos_and_Vehicles,0.52807236,Dodge,Dodge
Nissan Rogue,Nissan,Autos_and_Vehicles,0.7844906,Chevrolet,Chevrolet
Lata Mangeshkar,India,Arts_and_Entertainment,0.30426604,France,France
Honda G engine,Honda,Autos_and_Vehicles,0.60569274,Dodge,Dodge
Ferrari F310,Ferrari,Autos_and_Vehicles,0.8004565,BMW,BMW
Kingdom of Montenegro,Serbian,Law_and_Government,0.4652708,Finnish,Finnish
Fiat 8 HP,Fiat,Autos_and_Vehicles,0.6917292,BMW,BMW
Canadian Opera Company,Toronto,Arts_and_Entertainment,0.3983041,Warsaw,Warsaw
Porsche Carrera GT,Porsche,Autos_and_Vehicles,0.7277592,BMW,BMW
Chevrolet Chevelle (Third-generation),Chevrolet,Autos_and_Vehicles,0.62307817,Boeing,Boeing
Jean-Baptiste Philibert Vaillant,Paris,Sensitive_Subjects,0.19798483,Madrid,Madrid
NBC Nightly News,NBC,News,0.708274,HBO,HBO
Volvo 200 series,Volvo,Autos_and_Vehicles,0.82308793,Nissan,Nissan
AXIS Telekom Indonesia,Jakarta,Internet_and_Telecom,0.5346134,Bangalore,Bangalore
Microsoft Bing,Microsoft,Computers_and_Electronics,0.63222986,Indianapolis,Indianapolis
Le Ventre de Paris,French,Arts_and_Entertainment,0.49744132,Bulgarian,Bulgarian
Fiat Chile,Fiat,Autos_and_Vehicles,0.7920309,Google,Google
BMW GINA,BMW,Autos_and_Vehicles,0.75757104,Porsche,Porsche
BMW M1,BMW,Autos_and_Vehicles,0.7705219,Cadillac,Cadillac
Toyota Camry (XV50),Toyota,Autos_and_Vehicles,0.6240108,Samsung,Samsung
New Super Mario Bros.,Nintendo,Games,0.55798024,Sega,Sega
Adobe Flash Player,Adobe,Computers_and_Electronics,0.6321916,Google,Google
Seattle Medium,Seattle,Business_and_Industrial,0.7153464,Paris,Paris
Boeing 737-100,Boeing,Autos_and_Vehicles,0.5957722,Samsung,Samsung
IBM TXSeries,IBM,Computers_and_Electronics,0.71932554,Nintendo,Nintendo
Provisional Government of Hawaii,Honolulu,Law_and_Government,0.529919,Budapest,Budapest
Abdul Hamid,Pakistan,Law_and_Government,0.3083309,Canada,Canada
IBM System/360 Model 67,IBM,Computers_and_Electronics,0.5727643,Microsoft,Microsoft
Microsoft Surface,Microsoft,Computers_and_Electronics,0.5933078,Sega,Microsoft
Toyota Vitz,Toyota,Autos_and_Vehicles,0.75488317,Nintendo,Nintendo
BMW N47,BMW,Autos_and_Vehicles,0.82539415,Ferrari,Ferrari
National Library of Israel J9U ID,Israel,People_and_Society,0.45539603,Iraq,Iraq
Pentium 4,Intel,Computers_and_Electronics,0.6326267,Dodge,Dodge
Ferrari F2001,Ferrari,Autos_and_Vehicles,0.8221309,Microsoft,Microsoft
Burkina Faso,Africa,People_and_Society,0.6640835,Antarctica,Antarctica
Microsoft HoloLens,Microsoft,Computers_and_Electronics,0.6367775,Dodge,Dodge
Matsuo Bashō,Japan,Law_and_Government,0.26315105,Sweden,Sweden
Upplands Väsby,Sweden,Internet_and_Telecom,0.13475142,Spain,Spain
Chevrolet Camaro,Chevrolet,Autos_and_Vehicles,0.78575325,Suzuki,Suzuki
Apple Pro Mouse,Apple,Computers_and_Electronics,0.5310637,Adobe,Adobe
Duchy of Florence,Florence,Law_and_Government,0.76836574,Helsinki,Helsinki
Ugoszcz,Poland,Jobs_and_Education,0.64159214,Finland,Finland
Nokia X2-02,Nokia,Computers_and_Electronics,0.74945444,Nissan,Nissan
Montesquieu,French,Jobs_and_Education,0.38263217,English,French
Ichiro Suzuki,Japan,Sports,0.36991066,France,France
Airbus A310,Airbus,Autos_and_Vehicles,0.72732747,Renault,Renault
Royal Astronomical Society,London,Science,0.25336134,Dublin,Dublin
Chevrolet Volt,Chevrolet,Autos_and_Vehicles,0.63511956,BMW,BMW
BMW IIIa,BMW,Autos_and_Vehicles,0.7949094,Apple,Apple
Sony Alpha 550,Sony,Computers_and_Electronics,0.78122413,Nissan,Sony
IBM Unica NetInsight,IBM,Computers_and_Electronics,0.5492524,Microsoft,Microsoft
iPhone 13,Apple,Computers_and_Electronics,0.5369006,Honda,Honda
Intel 80486,Intel,Computers_and_Electronics,0.66700697,Nokia,Nokia
Nokia 1200,Nokia,Computers_and_Electronics,0.82384974,Dodge,Dodge
Kingdom of Romania,Romanian,Law_and_Government,0.6179638,English,Romanian
Windows 2.0,Microsoft,Computers_and_Electronics,0.42736095,Intel,Intel
Chrome OS,Google,Computers_and_Electronics,0.27314392,Microsoft,Microsoft
iPhone 12,Apple,Computers_and_Electronics,0.5117384,Toyota,Toyota
Porsche 944,Porsche,Autos_and_Vehicles,0.804173,Toyota,Toyota
Harvard Pilgrim Health Care,Boston,Health,0.32235524,Hawaii,Hawaii
Honda 70,Honda,Autos_and_Vehicles,0.8059524,BMW,BMW
Ferrari 288 GTO,Ferrari,Autos_and_Vehicles,0.7493596,Toyota,Toyota
East Godavari district,India,Jobs_and_Education,0.41092712,Madagascar,Madagascar
Windows Me,Microsoft,Computers_and_Electronics,0.58739513,Nintendo,Nintendo
Windows 3.1,Microsoft,Computers_and_Electronics,0.40846783,Adobe,Adobe
Xu Beihong,Beijing,Sensitive_Subjects,0.42539808,Tibet,Tibet
Nissan Be-1,Nissan,Autos_and_Vehicles,0.6902697,Microsoft,Microsoft
Nissan R88C,Nissan,Autos_and_Vehicles,0.7074607,Ferrari,Ferrari
Microsoft Silverlight,Microsoft,Computers_and_Electronics,0.5557556,Square,Square
iPhone 12 Pro,Apple,Computers_and_Electronics,0.45414215,Sega,Sega
"Giovanni Borgia, 2nd Duke of Gandia",Italy,News,0.20812216,Croatia,Croatia
Antarctic Peninsula,Antarctica,Business_and_Industrial,0.81502676,Europe,Europe
Nokia 1200,Nokia,Computers_and_Electronics,0.82384974,Nissan,Nissan
Toyota Camry TS-01,Toyota,Autos_and_Vehicles,0.6518402,Nissan,Nissan
Microsoft Surface,Microsoft,Computers_and_Electronics,0.5933078,Sega,Sega
Google Play,Google,Internet_and_Telecom,0.4966762,IBM,Google
Fiat 8 HP,Fiat,Autos_and_Vehicles,0.6917292,Renault,Renault
